CO2,PM10,PM25,NO,NO2,O3,SO2,AQI
906.0,21.0,18.1,2.26,32.22,27.54,29.33,4.0
820.0,15.4,13.1,2.26,32.22,27.54,29.33,3.0
807.0,19.3,16.9,2.26,32.22,27.54,29.33,3.0
818.0,18.8,14.7,2.26,32.22,27.54,29.33,3.0
818.0,18.8,14.7,2.26,32.22,27.54,29.33,3.0
759.0,21.3,19.0,2.26,32.22,27.54,29.33,3.0
783.0,22.6,20.2,2.26,32.22,27.54,29.33,3.0
776.0,25.5,22.8,2.26,32.22,27.54,29.33,3.0
776.0,25.5,22.8,2.26,32.22,27.54,29.33,3.0
780.0,19.3,17.2,2.26,32.22,27.54,29.33,3.0
780.0,19.3,17.2,2.26,32.22,27.54,29.33,3.0
801.0,16.6,14.9,2.26,32.22,27.54,29.33,3.0
801.0,16.6,14.9,2.26,32.22,27.54,29.33,3.0
708.0,18.0,13.9,2.26,32.22,27.54,29.33,3.0
708.0,18.0,13.9,2.26,32.22,27.54,29.33,3.0
699.0,16.4,10.9,2.26,32.22,27.54,29.33,2.0
702.0,8.9,7.8,2.26,32.22,27.54,29.33,2.0
944.0,10.6,7.8,2.26,32.22,27.54,29.33,4.0
944.0,10.6,7.8,2.26,32.22,27.54,29.33,4.0
